IMname,Category,Energy,Frequency
14,1,3855668509,4
14,1,2544590790,5
14,1,1193936605,6
14,1,872505721.4,7
14,1,540622611.5,8
14,1,326714936.5,9
14,1,287860145.7,10
14,1,209371205,11
14,1,219150607.5,12
14,1,137108114.4,13
14,1,104860638.1,14
14,1,83617699.14,15
14,1,69691941.48,16
14,1,60533105.31,17
14,1,55777464.82,18
14,1,41379534.51,19
14,1,35709602.4,20
14,1,30757591.18,21
14,1,27287324.09,22
14,1,23618490.87,23
14,1,20366018.54,24
14,1,18401133.02,25
14,1,16814523.6,26
14,1,15266974.56,27
14,1,14513855.89,28
14,1,12107345.21,29
14,1,10863902.64,30
14,1,10352602.99,31
14,1,9302400.037,32
14,1,8208905.097,33
14,1,7659052.159,34
14,1,6615005.678,35
14,1,6457634.506,36
14,1,5411697.199,37
14,1,4987779.263,38
14,1,5055028.865,39
14,1,5053406.261,40
14,1,4288974.169,41
14,1,4272903.369,42
14,1,3766069.75,43
14,1,3603669.468,44
14,1,3071203.078,45
14,1,3146337.425,46
14,1,2680940.805,47
14,1,2447160.71,48
14,1,2353796.407,49
14,1,2356225.675,50
14,1,2286241.667,51
14,1,2032881.544,52
14,1,1958934.735,53
14,1,1794977.471,54
14,1,1814647.586,55
14,1,1599792.001,56
14,1,1570625.663,57
14,1,1470152.954,58
14,1,1390867.865,59
14,1,1398971.404,60
14,1,1240824.991,61
14,1,1196081.181,62
14,1,1175677.87,63
14,1,1064543.768,64
14,1,1023463.069,65
14,1,974919.6059,66
14,1,897380.4631,67
14,1,860599.2644,68
14,1,833213.2374,69
14,1,786576.1615,70
14,1,750287.1883,71
14,1,717917.9974,72
14,1,689021.0486,73
14,1,650349.8819,74
14,1,595775.9705,75
14,1,585851.2499,76
14,1,568123.688,77
14,1,536168.3276,78
14,1,521853.1873,79
14,1,510683.0807,80
14,1,516235.1869,81
14,1,491757.6913,82
14,1,478682.8406,83
14,1,458706.9393,84
14,1,416478.8414,85
14,1,398526.4466,86
14,1,419378.3941,87
14,1,399868.4478,88
14,1,377695.7798,89
14,1,354072.4129,90
15,1,1.37E+11,1
15,1,16466974282,2
15,1,6877606067,3
15,1,4192909108,4
15,1,1881004135,5
15,1,1086640323,6
15,1,730434162.6,7
15,1,430826911.8,8
15,1,300582881.1,9
15,1,232351826.3,10
15,1,176046246.3,11
15,1,159127000,12
15,1,111846984.2,13
15,1,92210770.32,14
15,1,76181860,15
15,1,61733123.44,16
15,1,52962919.61,17
15,1,46166096.64,18
15,1,38921895.74,19
15,1,30397088.7,20
15,1,25463898.04,21
15,1,21729410.82,22
15,1,18645563.86,23
15,1,18092667.43,24
15,1,18542689.33,25
15,1,13944831.4,26
15,1,12496926.71,27
15,1,12411662.74,28
15,1,11016843.51,29
15,1,9857823.728,30
15,1,8498333.484,31
15,1,7748465.626,32
15,1,7293776.355,33
15,1,6285156.819,34
15,1,6453712.339,35
15,1,5754859.267,36
15,1,4813085.231,37
15,1,4640324.658,38
15,1,4352117.637,39
15,1,3901251.57,40
15,1,3415400.721,41
15,1,3426309.251,42
15,1,3115806.293,43
15,1,2966386.39,44
15,1,2672807.147,45
15,1,2568078.96,46
15,1,2451170.386,47
15,1,2185639.385,48
15,1,2104756.98,49
15,1,1969560.941,50
15,1,1913303.618,51
15,1,1775358.863,52
15,1,1701620.95,53
15,1,1534635.02,54
15,1,1545646.93,55
15,1,1510898.171,56
15,1,1423998.979,57
15,1,1361909.649,58
15,1,1257492.523,59
15,1,1178592.543,60
15,1,1185168.411,61
15,1,1049368.869,62
15,1,1010177.139,63
15,1,931835.8206,64
15,1,966964.9383,65
15,1,863671.0397,66
15,1,806462.95,67
15,1,795881.733,68
15,1,783040.9759,69
15,1,723202.9909,70
15,1,673616.3705,71
15,1,639976.6291,72
15,1,628599.0895,73
15,1,591887.5021,74
15,1,608323.9251,75
15,1,537051.1376,76
15,1,541102.9291,77
15,1,510653.7942,78
15,1,473227.7547,79
15,1,484168.9192,80
15,1,454466.4389,81
15,1,435767.903,82
15,1,429212.9677,83
15,1,421728.4146,84
15,1,394177.4044,85
15,1,378497.1303,86
15,1,366035.2102,87
15,1,383150.9867,88
15,1,355998.4238,89
15,1,318692.1816,90
16,1,1.27E+11,1
16,1,18784953973,2
16,1,7412193816,3
16,1,3746052652,4
16,1,2027808524,5
16,1,1447207664,6
16,1,869682323.1,7
16,1,518515667.1,8
16,1,322576299.5,9
16,1,266364840.8,10
16,1,227528047.3,11
16,1,173291795,12
16,1,146108051.5,13
16,1,104790104.4,14
16,1,82824798.17,15
16,1,73325764.6,16
16,1,55690825.33,17
16,1,47739644.55,18
16,1,40391463.47,19
16,1,35454207.19,20
16,1,29836432.77,21
16,1,26996605.02,22
16,1,23472904.02,23
16,1,21757083.13,24
16,1,17845447.83,25
16,1,16753319.89,26
16,1,14798240.98,27
16,1,14148948.62,28
16,1,11985735.27,29
16,1,10421740.35,30
16,1,9786913.336,31
16,1,9045627.49,32
16,1,7813925.828,33
16,1,7395119.03,34
16,1,7174026.919,35
16,1,6508739.225,36
16,1,5453548.851,37
16,1,5322781.749,38
16,1,5040097.554,39
16,1,4499791.956,40
16,1,4272374.759,41
16,1,3950889.623,42
16,1,3623632.417,43
16,1,3096114.855,44
16,1,3050023.956,45
16,1,2936624.733,46
16,1,2783823.111,47
16,1,2447922.549,48
16,1,2317752.905,49
16,1,2333909.486,50
16,1,2256158.031,51
16,1,2057903.903,52
16,1,1877643.88,53
16,1,1831555.021,54
16,1,1729334.352,55
16,1,1773174.137,56
16,1,1598288.668,57
16,1,1425830.062,58
16,1,1474884.548,59
16,1,1301588.249,60
16,1,1311787.222,61
16,1,1254996.511,62
16,1,1131039.236,63
16,1,1096009.692,64
16,1,1036287.719,65
16,1,959316.9886,66
16,1,902216.4049,67
16,1,897387.2912,68
16,1,855952.5201,69
16,1,840815.0596,70
16,1,771439.0467,71
16,1,747739.3774,72
16,1,717594.3078,73
16,1,682865.0755,74
16,1,633487.1797,75
16,1,627089.5249,76
16,1,583695.8918,77
16,1,558512.3717,78
16,1,546819.51,79
16,1,511071.5581,80
16,1,505898.8014,81
16,1,471459.627,82
16,1,476614.5069,83
16,1,462658.7311,84
16,1,432671.1093,85
16,1,416707.8994,86
16,1,398686.3547,87
16,1,406956.1367,88
16,1,377706.4512,89
16,1,343994.0921,90
17,1,1.30E+11,1
17,1,16133324455,2
17,1,6587405208,3
17,1,5052014243,4
17,1,2294157021,5
17,1,1053269559,6
17,1,800872907,7
17,1,477815489.5,8
17,1,323954357.4,9
17,1,246940320.2,10
17,1,200735675.2,11
17,1,153616828,12
17,1,142442056,13
17,1,91183861.46,14
17,1,87144296.75,15
17,1,76693249.9,16
17,1,58659127.38,17
17,1,49874836.6,18
17,1,37875301.77,19
17,1,32424141.32,20
17,1,29074733.91,21
17,1,24850561.15,22
17,1,22148564.21,23
17,1,18507577.12,24
17,1,19200701.84,25
17,1,17354240.24,26
17,1,16636528.69,27
17,1,14064441.58,28
17,1,10842782.58,29
17,1,10114066.79,30
17,1,10332501.68,31
17,1,9648829.996,32
17,1,8321449.983,33
17,1,7564146.773,34
17,1,6735577.527,35
17,1,6011431.371,36
17,1,5813843.857,37
17,1,5277840.818,38
17,1,4675131.383,39
17,1,4389167.663,40
17,1,4142661.69,41
17,1,3964508.967,42
17,1,3406717.872,43
17,1,3398609.196,44
17,1,3315585.734,45
17,1,2872142.905,46
17,1,2801592.364,47
17,1,2626343.776,48
17,1,2508060.347,49
17,1,2401641.264,50
17,1,2377471.794,51
17,1,1980849.416,52
17,1,1856152.869,53
17,1,1728964.781,54
17,1,1683747.62,55
17,1,1684113.875,56
17,1,1547134.731,57
17,1,1439287.47,58
17,1,1363034.514,59
17,1,1303251.856,60
17,1,1272882.756,61
17,1,1180320.385,62
17,1,1159616.311,63
17,1,1092066.499,64
17,1,987226.1728,65
17,1,962633.6233,66
17,1,880370.6258,67
17,1,843927.372,68
17,1,789602.5912,69
17,1,812783.5897,70
17,1,754540.5,71
17,1,672918.7487,72
17,1,665028.3689,73
17,1,640476.1989,74
17,1,635356.3247,75
17,1,586091.0758,76
17,1,560594.4066,77
17,1,549818.4848,78
17,1,536047.2458,79
17,1,513506.3056,80
17,1,511116.0843,81
17,1,462227.6047,82
17,1,444665.2552,83
17,1,422519.538,84
17,1,412897.7297,85
17,1,416813.7048,86
17,1,410498.6901,87
17,1,390038.0253,88
17,1,379587.4301,89
17,1,346609.5159,90
18,1,1.33E+11,1
18,1,15815442233,2
18,1,8044307094,3
18,1,3757114265,4
18,1,2313125408,5
18,1,989134397.9,6
18,1,797257780.6,7
18,1,550590660.1,8
18,1,359743419,9
18,1,234994185.7,10
18,1,182334115.6,11
18,1,162543523.2,12
18,1,130397056.4,13
18,1,99093057.39,14
18,1,82633189.94,15
18,1,68414432.24,16
18,1,52831687.14,17
18,1,46545279.37,18
18,1,39596332.32,19
18,1,33574586.01,20
18,1,27316512.66,21
18,1,23517629.15,22
18,1,21507041.24,23
18,1,19039919.85,24
18,1,16748623.8,25
18,1,15564766.74,26
18,1,14323764.57,27
18,1,12212888.04,28
18,1,11024229.88,29
18,1,9553710.786,30
18,1,8866491.425,31
18,1,8348530.78,32
18,1,8329710.121,33
18,1,6839205.217,34
18,1,6437969.466,35
18,1,6210139.054,36
18,1,5175017.473,37
18,1,5177986.734,38
18,1,4644935.907,39
18,1,4446114.747,40
18,1,4249634.55,41
18,1,4036206.112,42
18,1,3316489.951,43
18,1,3132357.995,44
18,1,2959336.745,45
18,1,3018334.733,46
18,1,2573412.184,47
18,1,2376109.797,48
18,1,2186484.823,49
18,1,2024971.591,50
18,1,2033439.737,51
18,1,1872712.905,52
18,1,1744346.725,53
18,1,1641147.676,54
18,1,1707671.726,55
18,1,1551594.371,56
18,1,1593460.431,57
18,1,1541059.119,58
18,1,1452768.055,59
18,1,1417006.879,60
18,1,1277010.905,61
18,1,1209327.64,62
18,1,1120372.592,63
18,1,1065311.046,64
18,1,969721.9576,65
18,1,932307.3779,66
18,1,869839.3883,67
18,1,849938.7838,68
18,1,796815.3742,69
18,1,759161.3829,70
18,1,710377.6505,71
18,1,700476.592,72
18,1,687431.3044,73
18,1,648988.7352,74
18,1,646116.5537,75
18,1,585355.3416,76
18,1,557859.5387,77
18,1,561250.5323,78
18,1,513536.8343,79
18,1,518680.254,80
18,1,497134.4932,81
18,1,486379.6266,82
18,1,442414.9425,83
18,1,435405.1006,84
18,1,412805.4035,85
18,1,453045.6731,86
18,1,415184.0515,87
18,1,400153.4218,88
18,1,380023.0475,89
18,1,334032.1857,90
19,1,1.27E+11,1
19,1,16651200056,2
19,1,8469391579,3
19,1,3936145264,4
19,1,2192766181,5
19,1,1157349093,6
19,1,905781715.2,7
19,1,551375000.1,8
19,1,363352766.8,9
19,1,349835056.8,10
19,1,203121643.6,11
19,1,171907383.4,12
19,1,149879836.9,13
19,1,112875521.3,14
19,1,86248741.83,15
19,1,74976974.13,16
19,1,57603877.7,17
19,1,63318759.51,18
19,1,44449257.85,19
19,1,37245443.83,20
19,1,30893169.86,21
19,1,28162106.51,22
19,1,26329428.22,23
19,1,20971185.15,24
19,1,19344434.39,25
19,1,15716734.78,26
19,1,15759126.56,27
19,1,13633733.93,28
19,1,12133606.77,29
19,1,11990667.77,30
19,1,10382920.4,31
19,1,9664954.425,32
19,1,8986243.958,33
19,1,7929234.856,34
19,1,7142100.27,35
19,1,7101323.553,36
19,1,6129094.563,37
19,1,5560949.08,38
19,1,5105648.277,39
19,1,4540721.557,40
19,1,4622841.176,41
19,1,3875107.426,42
19,1,3548735.928,43
19,1,3361255.455,44
19,1,3134378.549,45
19,1,2998363.139,46
19,1,2634082.444,47
19,1,2459275.676,48
19,1,2463685.314,49
19,1,2240037.491,50
19,1,2095875.457,51
19,1,2072443.54,52
19,1,1955733.677,53
19,1,1779406.825,54
19,1,1725319.696,55
19,1,1759138.056,56
19,1,1613609.421,57
19,1,1572110.136,58
19,1,1452317.163,59
19,1,1465049.441,60
19,1,1374747.741,61
19,1,1307486.179,62
19,1,1193835.901,63
19,1,1116307.748,64
19,1,1022784.546,65
19,1,1012254.516,66
19,1,981817.4592,67
19,1,884102.1813,68
19,1,829539.6222,69
19,1,841405.4818,70
19,1,785837.0006,71
19,1,727848.5143,72
19,1,710243.7348,73
19,1,688099.5096,74
19,1,671859.0679,75
19,1,616296.561,76
19,1,586360.4186,77
19,1,545874.6895,78
19,1,541120.0062,79
19,1,517460.1958,80
19,1,518104.2954,81
19,1,491577.6456,82
19,1,472148.2406,83
19,1,450434.1615,84
19,1,424790.5543,85
19,1,402687.0073,86
19,1,395350.5101,87
19,1,406172.3762,88
19,1,388749.2159,89
19,1,332148.2546,90
20,1,1.20E+11,1
20,1,21722833040,2
20,1,8264753732,3
20,1,4100085371,4
20,1,2316976459,5
20,1,1024339369,6
20,1,935511819,7
20,1,610960076.9,8
20,1,328900556.4,9
20,1,280066862.2,10
20,1,203676677.6,11
20,1,162132421.8,12
20,1,143237275.5,13
20,1,109502258.1,14
20,1,107199314.3,15
20,1,76622781.57,16
20,1,53635299.02,17
20,1,52264137.97,18
20,1,45915971.51,19
20,1,40146807.85,20
20,1,30933602.26,21
20,1,27150323.51,22
20,1,21881068.33,23
20,1,19410010.1,24
20,1,20399573.39,25
20,1,16834236.95,26
20,1,15852133.96,27
20,1,13782565.61,28
20,1,11852149.07,29
20,1,10817270.08,30
20,1,9118236.062,31
20,1,8374550.797,32
20,1,9000750.246,33
20,1,7257880.632,34
20,1,7009028.764,35
20,1,6562776.078,36
20,1,5112103.879,37
20,1,4931109.739,38
20,1,4665287.108,39
20,1,4193428.16,40
20,1,3815622.21,41
20,1,3676239.546,42
20,1,3424652.388,43
20,1,3222288.706,44
20,1,3027769.882,45
20,1,3057671.987,46
20,1,2525805.521,47
20,1,2456756.544,48
20,1,2236471.791,49
20,1,2147807.537,50
20,1,2085675.782,51
20,1,1950284.109,52
20,1,1898908.418,53
20,1,1833876.76,54
20,1,1751370.769,55
20,1,1734339.469,56
20,1,1495659.077,57
20,1,1450618.622,58
20,1,1336079.73,59
20,1,1296992.833,60
20,1,1219198.044,61
20,1,1143146.08,62
20,1,1101158.323,63
20,1,1080708.97,64
20,1,1008371.749,65
20,1,971002.2294,66
20,1,902046.2223,67
20,1,914947.8122,68
20,1,825787.5909,69
20,1,797077.9278,70
20,1,740724.6302,71
20,1,684367.5573,72
20,1,663697.3476,73
20,1,648271.384,74
20,1,621898.1093,75
20,1,578946.3603,76
20,1,561933.6012,77
20,1,526170.2608,78
20,1,508510.6743,79
20,1,500476.1494,80
20,1,504515.9947,81
20,1,462011.7183,82
20,1,452304.7269,83
20,1,449865.6955,84
20,1,409654.4394,85
20,1,403968.1305,86
20,1,413140.7748,87
20,1,389755.9286,88
20,1,377117.3616,89
20,1,326234.4416,90
21,3,1.34E+11,1
21,3,15550387623,2
21,3,7875451947,3
21,3,3584157168,4
21,3,1954451680,5
21,3,1145522162,6
21,3,890548105.7,7
21,3,569267999.3,8
21,3,323842211.2,9
21,3,271758650.9,10
21,3,190533052.1,11
21,3,172272103.6,12
21,3,138304366.9,13
21,3,99813006.71,14
21,3,84936686.95,15
21,3,77770310.4,16
21,3,56896876.12,17
21,3,51602337.56,18
21,3,41946853.42,19
21,3,35886712.74,20
21,3,28800525.57,21
21,3,25679996.86,22
21,3,21809674.41,23
21,3,19159910.33,24
21,3,19043016.74,25
21,3,15870634.62,26
21,3,14697446.4,27
21,3,13622006.15,28
21,3,12046262.08,29
21,3,10550817.47,30
21,3,9539034.523,31
21,3,8667188.665,32
21,3,7865964.316,33
21,3,7153155.563,34
21,3,6754417.026,35
21,3,5940327.399,36
21,3,5495770.028,37
21,3,4929847.36,38
21,3,4724638.948,39
21,3,4578834.675,40
21,3,4322873.474,41
21,3,3857432.824,42
21,3,3575531.059,43
21,3,3424796.198,44
21,3,3203344.335,45
21,3,2982405.434,46
21,3,2548508.095,47
21,3,2470043.177,48
21,3,2324910.807,49
21,3,2141703.119,50
21,3,2121102.568,51
21,3,1851800.228,52
21,3,1816984.414,53
21,3,1682736.944,54
21,3,1725238.74,55
21,3,1608983.78,56
21,3,1499373.758,57
21,3,1411764.394,58
21,3,1367813.229,59
21,3,1295342.632,60
21,3,1200202.602,61
21,3,1177030.984,62
21,3,1128786.942,63
21,3,1116951.274,64
21,3,1019935.512,65
21,3,983422.3948,66
21,3,876155.7708,67
21,3,854461.9256,68
21,3,846722.1834,69
21,3,744926.3367,70
21,3,739301.4429,71
21,3,713146.5996,72
21,3,674641.5434,73
21,3,665040.3778,74
21,3,625826.0203,75
21,3,591449.0902,76
21,3,588963.3483,77
21,3,550278.7476,78
21,3,539807.7513,79
21,3,513115.642,80
21,3,496179.0595,81
21,3,477449.0053,82
21,3,445124.6759,83
21,3,444713.5853,84
21,3,434652.0731,85
21,3,396859.8661,86
21,3,396667.324,87
21,3,405446.3077,88
21,3,368978.5974,89
21,3,332804.8322,90
22,3,1.18E+11,1
22,3,20358808020,2
22,3,7713934439,3
22,3,4376915010,4
22,3,2687429095,5
22,3,1281525346,6
22,3,881153918.9,7
22,3,583532899.6,8
22,3,400050633.2,9
22,3,270248038.2,10
22,3,203761292.5,11
22,3,166656538.5,12
22,3,163055612.2,13
22,3,112609957.7,14
22,3,92003957.62,15
22,3,78397894.55,16
22,3,67325648.01,17
22,3,53613679.37,18
22,3,43191133.26,19
22,3,39576092.4,20
22,3,32101974.43,21
22,3,27746205.9,22
22,3,23758138.95,23
22,3,21472665.72,24
22,3,19853384.27,25
22,3,17810335.44,26
22,3,16881198.43,27
22,3,14658562.17,28
22,3,12337130.98,29
22,3,11194992.8,30
22,3,10714949.56,31
22,3,9927436.964,32
22,3,8978934.097,33
22,3,7957902.482,34
22,3,7311843.261,35
22,3,6817015.336,36
22,3,5830974.765,37
22,3,5553327.219,38
22,3,4917559.234,39
22,3,4650395.291,40
22,3,4369641.151,41
22,3,4173771.809,42
22,3,3860830.615,43
22,3,3738394.421,44
22,3,3258317.453,45
22,3,3257207.915,46
22,3,2890764.54,47
22,3,2679959.522,48
22,3,2510200.12,49
22,3,2460846.395,50
22,3,2261267.261,51
22,3,2205618.565,52
22,3,2158685.417,53
22,3,1916973.301,54
22,3,1816610.736,55
22,3,1835753.315,56
22,3,1816957.104,57
22,3,1666674.561,58
22,3,1560726.991,59
22,3,1482894.118,60
22,3,1443926.705,61
22,3,1321288.862,62
22,3,1260863.077,63
22,3,1188536.178,64
22,3,1086071.174,65
22,3,1075937.352,66
22,3,991975.2219,67
22,3,930109.1666,68
22,3,900273.1548,69
22,3,862199.8714,70
22,3,800399.9429,71
22,3,785901.8707,72
22,3,737620.2251,73
22,3,715438.999,74
22,3,668025.2647,75
22,3,634782.7581,76
22,3,608875.2355,77
22,3,591299.8663,78
22,3,571048.1433,79
22,3,587621.5795,80
22,3,523067.1846,81
22,3,525026.3811,82
22,3,497519.3794,83
22,3,478721.0292,84
22,3,457163.0386,85
22,3,455405.0849,86
22,3,420100.0652,87
22,3,421920.7129,88
22,3,411820.9274,89
22,3,358671.4764,90
23,3,1.20E+11,1
23,3,17880532343,2
23,3,8940380956,3
23,3,4672110786,4
23,3,2671121720,5
23,3,1147601934,6
23,3,869410897,7
23,3,581712245.4,8
23,3,373085559.6,9
23,3,266605166.7,10
23,3,203988371.7,11
23,3,168424909.5,12
23,3,140187739.6,13
23,3,106118071.3,14
23,3,91722642.52,15
23,3,74309773.53,16
23,3,59137529.91,17
23,3,52329775.1,18
23,3,42719859.62,19
23,3,35393175.4,20
23,3,30015404.53,21
23,3,27376324.86,22
23,3,22796036.52,23
23,3,20313378,24
23,3,19252907.68,25
23,3,16601105.5,26
23,3,15824543.68,27
23,3,13402040.55,28
23,3,12164309.93,29
23,3,10237445.18,30
23,3,10313288.41,31
23,3,9226571.282,32
23,3,8468185.08,33
23,3,8023763.494,34
23,3,7187784.801,35
23,3,6396566.941,36
23,3,5614420.197,37
23,3,5467310.274,38
23,3,4761224.952,39
23,3,4576439.84,40
23,3,4349424.569,41
23,3,3912507.273,42
23,3,3682600.56,43
23,3,3459370.233,44
23,3,3126822.068,45
23,3,3111734.603,46
23,3,2822589.654,47
23,3,2582142.671,48
23,3,2525216.124,49
23,3,2453517.633,50
23,3,2262431.86,51
23,3,2158359.457,52
23,3,2077102.294,53
23,3,1844825.123,54
23,3,1713724.503,55
23,3,1683264.196,56
23,3,1513387.311,57
23,3,1529147.309,58
23,3,1401014.232,59
23,3,1379364.528,60
23,3,1323122.951,61
23,3,1252217.379,62
23,3,1167070.837,63
23,3,1075891.423,64
23,3,998177.2189,65
23,3,1034290.28,66
23,3,898728.6081,67
23,3,861240.8534,68
23,3,837490.5945,69
23,3,786232.2617,70
23,3,766947.2638,71
23,3,759731.6478,72
23,3,727155.5529,73
23,3,685170.1391,74
23,3,632876.0027,75
23,3,599628.2895,76
23,3,551947.2299,77
23,3,560859.7929,78
23,3,523079.2227,79
23,3,496106.7311,80
23,3,516239.0629,81
23,3,482507.0491,82
23,3,437494.2714,83
23,3,445335.2666,84
23,3,438861.303,85
23,3,428734.9706,86
23,3,407631.6808,87
23,3,400576.1564,88
23,3,383720.0174,89
23,3,335453.8277,90
24,3,1.02E+11,1
24,3,25398556312,2
24,3,10496629978,3
24,3,4594338371,4
24,3,2745906843,5
24,3,1301709714,6
24,3,996706427.3,7
24,3,590774703.7,8
24,3,413553031.7,9
24,3,290202332.8,10
24,3,216635992.5,11
24,3,175564038.2,12
24,3,156358487.4,13
24,3,120528524,14
24,3,101597160.9,15
24,3,92072995.22,16
24,3,72121857.64,17
24,3,58782072.64,18
24,3,50887747.28,19
24,3,37046699.93,20
24,3,31751874.54,21
24,3,29588424.87,22
24,3,24513721.35,23
24,3,22068384.87,24
24,3,21586043.9,25
24,3,18365591.64,26
24,3,16683678.15,27
24,3,16197319.23,28
24,3,14729161.04,29
24,3,11989582.94,30
24,3,11436048.11,31
24,3,9734290.839,32
24,3,8689407.866,33
24,3,8530123.23,34
24,3,7593479.834,35
24,3,6826689.037,36
24,3,6285337.195,37
24,3,5525084.846,38
24,3,5223933.856,39
24,3,4858805.728,40
24,3,4439334.533,41
24,3,4220416.464,42
24,3,3868082.483,43
24,3,3671441.769,44
24,3,3461387.429,45
24,3,3350339.42,46
24,3,2940446.552,47
24,3,2624683.267,48
24,3,2615132.324,49
24,3,2491093.852,50
24,3,2297265.354,51
24,3,2246519.343,52
24,3,2076522.268,53
24,3,1980399.075,54
24,3,1899366.396,55
24,3,1793325.539,56
24,3,1728339.438,57
24,3,1675829.93,58
24,3,1548114.242,59
24,3,1479895.231,60
24,3,1443291.135,61
24,3,1322724.215,62
24,3,1290962.679,63
24,3,1186746.985,64
24,3,1173576.104,65
24,3,1058830.601,66
24,3,980707.3539,67
24,3,954606.5461,68
24,3,901848.8391,69
24,3,872814.3391,70
24,3,799451.0808,71
24,3,806805.0837,72
24,3,794345.4372,73
24,3,741340.2879,74
24,3,697925.4737,75
24,3,640726.0938,76
24,3,612641.3736,77
24,3,600871.3908,78
24,3,561083.046,79
24,3,558215.0464,80
24,3,543886.6556,81
24,3,501152.3564,82
24,3,500992.6237,83
24,3,487666.1965,84
24,3,436233.3789,85
24,3,444653.6742,86
24,3,443735.7132,87
24,3,459459.495,88
24,3,409211.7913,89
24,3,379048.7043,90
25,3,1.18E+11,1
25,3,20545436862,2
25,3,9570843990,3
25,3,3953734334,4
25,3,2534958870,5
25,3,1167673153,6
25,3,838566013.2,7
25,3,607391139.8,8
25,3,348676570.1,9
25,3,269332101.1,10
25,3,201026432.5,11
25,3,159305222,12
25,3,143980860.5,13
25,3,110704755.2,14
25,3,89359677.9,15
25,3,76020729.08,16
25,3,62159817.58,17
25,3,57090326.85,18
25,3,46477317.44,19
25,3,39307895.25,20
25,3,31768199.7,21
25,3,26433989.98,22
25,3,24376982.37,23
25,3,21122871.89,24
25,3,20377066.56,25
25,3,16622862.15,26
25,3,16219594.64,27
25,3,14479589.47,28
25,3,12384264.53,29
25,3,11555762.92,30
25,3,10380160.37,31
25,3,9991298.806,32
25,3,9005546.077,33
25,3,8132287.486,34
25,3,7499783.625,35
25,3,6700910.831,36
25,3,6072313.288,37
25,3,5612429.999,38
25,3,5577304.307,39
25,3,4531038.299,40
25,3,4460813.831,41
25,3,4242688.521,42
25,3,3841532.291,43
25,3,3838517.876,44
25,3,3352530.881,45
25,3,3313510.369,46
25,3,2981130.672,47
25,3,2710579.568,48
25,3,2534378.041,49
25,3,2516087.995,50
25,3,2268483.977,51
25,3,2210204.135,52
25,3,2058428.324,53
25,3,1948405.209,54
25,3,1929933.015,55
25,3,1755387.7,56
25,3,1674657.913,57
25,3,1624640.25,58
25,3,1541174.052,59
25,3,1400890.007,60
25,3,1379156.018,61
25,3,1318962.559,62
25,3,1196182.138,63
25,3,1124188.798,64
25,3,1081003.956,65
25,3,1068047.519,66
25,3,988652.0623,67
25,3,963952.3175,68
25,3,894899.6027,69
25,3,880592.5669,70
25,3,799111.2551,71
25,3,807920.525,72
25,3,748054.3881,73
25,3,699462.0791,74
25,3,681538.0862,75
25,3,595771.0914,76
25,3,594976.0819,77
25,3,571712.5857,78
25,3,561627.342,79
25,3,550640.4135,80
25,3,527125.7988,81
25,3,518625.8595,82
25,3,499433.9458,83
25,3,478813.4267,84
25,3,461846.6133,85
25,3,437641.0716,86
25,3,415960.5796,87
25,3,419521.9381,88
25,3,422993.368,89
25,3,365976.9908,90
26,3,1.15E+11,1
26,3,19323398220,2
26,3,9590510456,3
26,3,4516295683,4
26,3,2812085869,5
26,3,1440026876,6
26,3,997519489.2,7
26,3,535746538.1,8
26,3,341459795.5,9
26,3,306113325.5,10
26,3,215593728,11
26,3,169267253.2,12
26,3,139857436.8,13
26,3,99271734.62,14
26,3,80701412.2,15
26,3,74473080.83,16
26,3,59920280.01,17
26,3,55361356.87,18
26,3,44946226.91,19
26,3,37058270.59,20
26,3,30426257.51,21
26,3,25510108.34,22
26,3,21329466.23,23
26,3,20501720.44,24
26,3,20065448.69,25
26,3,17004279.63,26
26,3,15933185.28,27
26,3,14312961.24,28
26,3,11849581.62,29
26,3,11039776.09,30
26,3,9763469.021,31
26,3,9423550.168,32
26,3,8117302.255,33
26,3,7757615.669,34
26,3,6877356.387,35
26,3,6520717.853,36
26,3,5682575.127,37
26,3,5451345.741,38
26,3,4807349.875,39
26,3,4513767.701,40
26,3,4099825.776,41
26,3,3792714.62,42
26,3,3439816.212,43
26,3,3351875.822,44
26,3,3279635.593,45
26,3,3141764.492,46
26,3,2852756.353,47
26,3,2601814.118,48
26,3,2448396.65,49
26,3,2300837.744,50
26,3,2095935.38,51
26,3,2002033.518,52
26,3,1893555.98,53
26,3,1758631.613,54
26,3,1671403.809,55
26,3,1657080.568,56
26,3,1583099.025,57
26,3,1483216.259,58
26,3,1371249.757,59
26,3,1373436.663,60
26,3,1327931.839,61
26,3,1305605.745,62
26,3,1195247.352,63
26,3,1170299.872,64
26,3,1023246.361,65
26,3,1016662.655,66
26,3,960669.0141,67
26,3,942055.4525,68
26,3,854686.2243,69
26,3,799284.3981,70
26,3,735716.6199,71
26,3,746774.6158,72
26,3,688971.3306,73
26,3,656640.0848,74
26,3,637144.9931,75
26,3,616547.0939,76
26,3,594257.5957,77
26,3,569447.9288,78
26,3,525964.0982,79
26,3,510101.0475,80
26,3,514521.7609,81
26,3,491610.6422,82
26,3,446466.3466,83
26,3,453300.9315,84
26,3,437170.4572,85
26,3,431665.8579,86
26,3,412999.872,87
26,3,419924.013,88
26,3,374850.5568,89
26,3,342565.3532,90
27,3,1.21E+11,1
27,3,20614313796,2
27,3,7503018458,3
27,3,4122133709,4
27,3,2325455837,5
27,3,1193303486,6
27,3,919749127.5,7
