IMname,Category,Energy,Frequency
13,1,25675.4219,88
13,1,21958.489,89
13,1,18441.86127,90
14,1,2.70E+11,1
14,1,18632016079,2
14,1,13082163365,3
14,1,2184165546,4
14,1,2519102885,5
14,1,889366636.3,6
14,1,811803250.1,7
14,1,855645650.3,8
14,1,236804942.1,9
14,1,299023653.1,10
14,1,224220202.9,11
14,1,301040766.6,12
14,1,147981125.3,13
14,1,128831952.8,14
14,1,148174211.7,15
14,1,122832280.7,16
14,1,61878929.74,17
14,1,66798972.65,18
14,1,61514695.42,19
14,1,54976652.68,20
14,1,39454733.99,21
14,1,35589543.52,22
14,1,27623294.43,23
14,1,22644118.46,24
14,1,22347049.83,25
14,1,20675886.7,26
14,1,25625196.95,27
14,1,25306520.56,28
14,1,18764846.05,29
14,1,19352731.56,30
14,1,22032767.68,31
14,1,19733394.3,32
14,1,16529157.95,33
14,1,14770729.01,34
14,1,13899266.38,35
14,1,13574273.61,36
14,1,8464673.796,37
14,1,6444123.793,38
14,1,6757733.681,39
14,1,5666787.564,40
14,1,6209467.255,41
14,1,7449024.894,42
14,1,5993816.128,43
14,1,5591765.58,44
14,1,5785770.801,45
14,1,3831229.839,46
14,1,3765270.892,47
14,1,3304847.752,48
14,1,2968804.87,49
14,1,2790219.537,50
14,1,2142440.589,51
14,1,2108255.209,52
14,1,1574631.881,53
14,1,1710487.276,54
14,1,1634169.685,55
14,1,1448677.637,56
14,1,1155446.915,57
14,1,1144699.061,58
14,1,1122353.238,59
14,1,1088794.726,60
14,1,1171377.741,61
14,1,1000502.939,62
14,1,990604.4388,63
14,1,969746.2841,64
14,1,979993.2705,65
14,1,976897.3028,66
14,1,867911.8825,67
14,1,856656.0162,68
14,1,824252.9345,69
14,1,716043.2243,70
14,1,640329.8995,71
14,1,600863.4257,72
14,1,522897.3411,73
14,1,485695.9878,74
14,1,425477.918,75
14,1,414792.8109,76
14,1,394759.6112,77
14,1,360504.5182,78
14,1,360242.97,79
14,1,300520.1632,80
14,1,244901.9852,81
14,1,306393.1335,82
14,1,261705.5343,83
14,1,297890.8429,84
14,1,245783.5376,85
14,1,234808.721,86
14,1,236242.3624,87
14,1,219642.0659,88
14,1,183625.9927,89
14,1,199088.7634,90
15,1,1.45E+11,1
15,1,16187905393,2
15,1,6683064474,3
15,1,2431121630,4
15,1,1788594035,5
15,1,839730278.4,6
15,1,618573395.7,7
15,1,247447761,8
15,1,241736847.7,9
15,1,339904520.6,10
15,1,214754930.9,11
15,1,418956413.1,12
15,1,245029135.7,13
15,1,173567707.7,14
15,1,117400647.2,15
15,1,99135021.72,16
15,1,64282811.76,17
15,1,43017245.99,18
15,1,45653326.77,19
15,1,31110476.32,20
15,1,35315955.17,21
15,1,24398270.43,22
15,1,25796698.98,23
15,1,21937370.18,24
15,1,24235165.15,25
15,1,18942068.3,26
15,1,22118770.86,27
15,1,21307933.84,28
15,1,16875868.77,29
15,1,16183043.59,30
15,1,11199784.15,31
15,1,9620147.527,32
15,1,9138464.059,33
15,1,7572373.568,34
15,1,7325748.052,35
15,1,6834709.452,36
15,1,5941138.998,37
15,1,5924446.771,38
15,1,6618147.972,39
15,1,5501367.69,40
15,1,6519945.844,41
15,1,5334739.857,42
15,1,4597945.96,43
15,1,4881491.385,44
15,1,3967120.727,45
15,1,3558853.075,46
15,1,3082201.521,47
15,1,3062214.231,48
15,1,2191773.189,49
15,1,2205346.769,50
15,1,1897024.298,51
15,1,1872443.713,52
15,1,1878091.177,53
15,1,1651949.677,54
15,1,1797623.988,55
15,1,1371650.044,56
15,1,1513244.808,57
15,1,1278425.936,58
15,1,1117601.021,59
15,1,929937.6306,60
15,1,838162.3315,61
15,1,734495.1514,62
15,1,693794.0889,63
15,1,658827.9948,64
15,1,540277.4248,65
15,1,511674.0763,66
15,1,401998.3158,67
15,1,368528.8073,68
15,1,331356.9429,69
15,1,312372.7992,70
15,1,268076.1097,71
15,1,268865.8949,72
15,1,193771.2324,73
15,1,156534.1011,74
15,1,149166.535,75
15,1,135878.0213,76
15,1,128818.3779,77
15,1,119312.3945,78
15,1,103580.4514,79
15,1,107032.8944,80
15,1,107590.5034,81
15,1,86412.20005,82
15,1,78540.6404,83
15,1,75346.56106,84
15,1,61325.62526,85
15,1,57823.32219,86
15,1,52636.70371,87
15,1,45627.3607,88
15,1,48617.33943,89
15,1,40557.09837,90
16,1,3.25E+11,1
16,1,27199007206,2
16,1,8520940401,3
16,1,5601721944,4
16,1,1529546230,5
16,1,604087394.3,6
16,1,1483090690,7
16,1,435785733.5,8
16,1,263704718.4,9
16,1,354532667.2,10
16,1,216089110.1,11
16,1,218933693.2,12
16,1,176248144.8,13
16,1,106329660.6,14
16,1,63083084.32,15
16,1,107042993.9,16
16,1,91925474.55,17
16,1,80370471.6,18
16,1,57502029.93,19
16,1,24429159.02,20
16,1,35585659.41,21
16,1,28195021.29,22
16,1,29069078.91,23
16,1,19811339.76,24
16,1,17435372.97,25
16,1,13262364.45,26
16,1,15723887.71,27
16,1,17208178.26,28
16,1,19922330.68,29
16,1,16400765.65,30
16,1,13294407.55,31
16,1,13966727.66,32
16,1,11336332.03,33
16,1,10250885.86,34
16,1,12382191.12,35
16,1,9824735.55,36
16,1,7021257.804,37
16,1,6256099.328,38
16,1,5021414.564,39
16,1,4130902.201,40
16,1,3737060.29,41
16,1,2975323.865,42
16,1,2869461.429,43
16,1,2655736.972,44
16,1,2441928.929,45
16,1,2306354.633,46
16,1,2018053.869,47
16,1,2083647.71,48
16,1,2131016.113,49
16,1,1577873.788,50
16,1,1329568.285,51
16,1,945221.7322,52
16,1,797670.2548,53
16,1,976957.2298,54
16,1,757571.3766,55
16,1,668801.7614,56
16,1,764864.1997,57
16,1,622287.0316,58
16,1,441686.3459,59
16,1,448173.6654,60
16,1,398584.6518,61
16,1,336810.1352,62
16,1,250804.3596,63
16,1,285556.9008,64
16,1,245231.0803,65
16,1,209422.2056,66
16,1,168948.9063,67
16,1,123681.9525,68
16,1,112961.4249,69
16,1,126530.3942,70
16,1,92340.71517,71
16,1,66335.018,72
16,1,62403.89058,73
16,1,49067.84869,74
16,1,35282.31525,75
16,1,26902.15309,76
16,1,25931.63864,77
16,1,19612.69049,78
16,1,20714.37003,79
16,1,14976.65543,80
16,1,14333.71824,81
16,1,12329.89891,82
16,1,10853.21196,83
16,1,9769.339208,84
16,1,8977.731188,85
16,1,8514.415985,86
16,1,8029.271178,87
16,1,6860.906988,88
16,1,6460.852896,89
16,1,6371.460984,90
17,1,1.69E+11,1
17,1,16328587931,2
17,1,5222133819,3
17,1,1488398560,4
17,1,2400065356,5
17,1,874132887.1,6
17,1,789028747.5,7
17,1,393903079.7,8
17,1,140434757.9,9
17,1,122984199.7,10
17,1,252547804.7,11
17,1,229024164.3,12
17,1,133146683.3,13
17,1,114613194.8,14
17,1,81234269.75,15
17,1,123489798.9,16
17,1,148188379.6,17
17,1,105791657.4,18
17,1,63168937.73,19
17,1,54249027.69,20
17,1,48221230.13,21
17,1,37559500.65,22
17,1,32544100.72,23
17,1,23818326.17,24
17,1,24722444.49,25
17,1,28528890.46,26
17,1,21347292.99,27
17,1,22697089.8,28
17,1,18744464.4,29
17,1,15584502.43,30
17,1,17341920.75,31
17,1,14943127.97,32
17,1,13331529.7,33
17,1,11158654.4,34
17,1,9261699.442,35
17,1,9421738.525,36
17,1,10436960.29,37
17,1,10892301.12,38
17,1,10174319.41,39
17,1,11256016.5,40
17,1,10942783.38,41
17,1,9450997.01,42
17,1,7584028.224,43
17,1,5994803.761,44
17,1,4085126.014,45
17,1,5060570.14,46
17,1,4085798.443,47
17,1,3510620.94,48
17,1,3609115.283,49
17,1,4279980.478,50
17,1,3401919.317,51
17,1,3354663.014,52
17,1,2528648.898,53
17,1,2348978.117,54
17,1,2034632.98,55
17,1,1686521.296,56
17,1,1680643.735,57
17,1,1599721.859,58
17,1,1581245.213,59
17,1,1782123.947,60
17,1,1831610.487,61
17,1,1340158.285,62
17,1,1241012.978,63
17,1,1332747.551,64
17,1,1075870.992,65
17,1,982477.8775,66
17,1,1064802.99,67
17,1,1018426.596,68
17,1,893472.2462,69
17,1,910572.914,70
17,1,908993.8118,71
17,1,710124.9057,72
17,1,750054.886,73
17,1,798500.6997,74
17,1,729897.6685,75
17,1,657187.2168,76
17,1,643924.2499,77
17,1,654057.3937,78
17,1,586422.8254,79
17,1,522506.123,80
17,1,439536.9142,81
17,1,379098.4583,82
17,1,312624.4775,83
17,1,309957.9603,84
17,1,353522.7279,85
17,1,307579.0544,86
17,1,321101.5514,87
17,1,297334.3949,88
17,1,315898.3525,89
17,1,310937.7072,90
18,1,3.55E+11,1
18,1,21412624141,2
18,1,11967579880,3
18,1,3569356776,4
18,1,2600799128,5
18,1,708425880.4,6
18,1,811923713.2,7
18,1,588452817.4,8
18,1,179223992.7,9
18,1,226338089.1,10
18,1,145536035,11
18,1,137342469.5,12
18,1,83413103.69,13
18,1,83754408.01,14
18,1,56512977.28,15
18,1,60022344.68,16
18,1,41765377.75,17
18,1,39993092.51,18
18,1,33882814.64,19
18,1,26199119.58,20
18,1,23482237.47,21
18,1,30559793.72,22
18,1,17015176.52,23
18,1,17461791.47,24
18,1,13997158.07,25
18,1,12715801.15,26
18,1,10484849.48,27
18,1,8926527.415,28
18,1,8232725.585,29
18,1,7597329.681,30
18,1,8116407.227,31
18,1,8628735.832,32
18,1,7244980.002,33
18,1,8295348.824,34
18,1,7552995.866,35
18,1,5353333.37,36
18,1,4712759.929,37
18,1,4035205.11,38
18,1,4565165.907,39
18,1,3696598.543,40
18,1,3692773.509,41
18,1,3475096.206,42
18,1,3137790.388,43
18,1,3289566.334,44
18,1,2690423.797,45
18,1,2409476.912,46
18,1,2259818.869,47
18,1,1739850.952,48
18,1,1871013.863,49
18,1,1459114.073,50
18,1,1372691.987,51
18,1,1292524.145,52
18,1,1233452.593,53
18,1,1470978.033,54
18,1,1257507.062,55
18,1,1088913.562,56
18,1,947427.5845,57
18,1,759921.0778,58
18,1,737962.927,59
18,1,638314.5124,60
18,1,575843.8047,61
18,1,577927.8823,62
18,1,427095.3379,63
18,1,464656.4543,64
18,1,408291.2577,65
18,1,433075.2471,66
18,1,381141.6121,67
18,1,382479.7532,68
18,1,374057.397,69
18,1,376905.8748,70
18,1,337399.3373,71
18,1,306888.3381,72
18,1,269412.4253,73
18,1,240729.7858,74
18,1,256398.3136,75
18,1,199660.9595,76
18,1,165577.9581,77
18,1,180241.555,78
18,1,157752.4229,79
18,1,141367.5742,80
18,1,128891.6812,81
18,1,104760.0194,82
18,1,120702.0436,83
18,1,109099.3413,84
18,1,96052.01685,85
18,1,104008.8326,86
18,1,99171.79387,87
18,1,98965.56139,88
18,1,96324.9584,89
18,1,96510.67052,90
19,1,1.33E+11,1
19,1,9062064853,2
19,1,5436360298,3
19,1,1681861323,4
19,1,1724271644,5
19,1,616087356,6
19,1,251913416.8,7
19,1,517301320.6,8
19,1,175659330.8,9
19,1,285360874.8,10
19,1,160536896.3,11
19,1,178796099,12
19,1,121566969.9,13
19,1,61866853.74,14
19,1,54861328.23,15
19,1,83182816.92,16
19,1,55738403.92,17
19,1,63704311.06,18
19,1,36027670.24,19
19,1,24828297.2,20
19,1,25799220.03,21
19,1,20732758.55,22
19,1,24113337.45,23
19,1,16729350.9,24
19,1,17317954.87,25
19,1,16712665.81,26
19,1,17380694.2,27
19,1,12084866.82,28
19,1,17977601.6,29
19,1,15703056.03,30
19,1,12412362.59,31
19,1,12460142.94,32
19,1,13344148.6,33
19,1,9031597.008,34
19,1,9783795.86,35
19,1,9326999.896,36
19,1,6570522.113,37
19,1,6028352.556,38
19,1,5622291.652,39
19,1,5325484.022,40
19,1,5218971.245,41
19,1,4364372.821,42
19,1,3474868.497,43
19,1,2530828.417,44
19,1,2843145.345,45
19,1,2754548.954,46
19,1,2409897.403,47
19,1,2118324.186,48
19,1,2032808.752,49
19,1,2031257.141,50
19,1,1399096.206,51
19,1,1518363.495,52
19,1,1096206.074,53
19,1,1027439.943,54
19,1,995025.1799,55
19,1,846968.8034,56
19,1,976956.7994,57
19,1,654573.0172,58
19,1,778663.6985,59
19,1,646580.8219,60
19,1,704286.5097,61
19,1,587002.5181,62
19,1,544512.9348,63
19,1,457181.8851,64
19,1,407244.1859,65
19,1,350981.006,66
19,1,309394.5578,67
19,1,280617.3624,68
19,1,224838.96,69
19,1,158182.0223,70
19,1,137462.036,71
19,1,133400.1855,72
19,1,108092.9069,73
19,1,95026.67919,74
19,1,86196.3576,75
19,1,59779.30072,76
19,1,54886.53197,77
19,1,45450.30364,78
19,1,48065.11315,79
19,1,35367.34756,80
19,1,30591.86911,81
19,1,25009.51741,82
19,1,25398.61574,83
19,1,22930.55138,84
19,1,19420.79646,85
19,1,20894.77711,86
19,1,17178.77178,87
19,1,14591.8323,88
19,1,14497.45453,89
19,1,9854.447074,90
20,1,3.52E+11,1
20,1,37652941927,2
20,1,8662232139,3
20,1,7212090013,4
20,1,3095889963,5
20,1,1469925495,6
20,1,1261169724,7
20,1,679340590.6,8
20,1,390188937.7,9
20,1,422173295.6,10
20,1,170080479.7,11
20,1,155247636.9,12
20,1,161835818,13
20,1,131683712.7,14
20,1,152638984.6,15
20,1,96237678.78,16
20,1,50339766.68,17
20,1,57815126.48,18
20,1,62171818.48,19
20,1,41477388.97,20
20,1,28795713.29,21
20,1,27588563.3,22
20,1,20648862.04,23
20,1,17406964.4,24
20,1,16400677.83,25
20,1,12651993.05,26
20,1,15299651.16,27
20,1,11319325.8,28
20,1,10290808.35,29
20,1,12115611.92,30
20,1,10078428.55,31
20,1,8892504.713,32
20,1,8199486.243,33
20,1,6660599.951,34
20,1,6218229.576,35
20,1,5900586.18,36
20,1,4603735.027,37
20,1,4031632.37,38
20,1,4594075.912,39
20,1,3364756.906,40
20,1,3265179.368,41
20,1,2407196.564,42
20,1,2980740.367,43
20,1,2366349.816,44
20,1,2012458.394,45
20,1,1804106.365,46
20,1,1778825.128,47
20,1,1591281.252,48
20,1,1201269.652,49
20,1,1021906.226,50
20,1,1120672.283,51
20,1,1009537.615,52
20,1,868150.2239,53
20,1,783955.4146,54
20,1,747978.1958,55
20,1,685050.6434,56
20,1,508026.2135,57
20,1,525480.8894,58
20,1,433326.2697,59
20,1,440523.2767,60
20,1,397207.0173,61
20,1,428601.8416,62
20,1,365022.2302,63
20,1,330909.8035,64
20,1,333867.523,65
20,1,356953.1635,66
20,1,294965.6182,67
20,1,226756.8221,68
20,1,254459.8939,69
20,1,200965.6883,70
20,1,187077.3793,71
20,1,146252.7139,72
20,1,122630.6825,73
20,1,112986.5917,74
20,1,87647.50588,75
20,1,76170.13465,76
20,1,64273.91698,77
20,1,53445.38377,78
20,1,50948.4879,79
20,1,52870.34043,80
20,1,42771.2414,81
20,1,43353.36819,82
20,1,31191.67507,83
20,1,33832.69912,84
20,1,31227.47134,85
20,1,29620.2099,86
20,1,30895.64882,87
20,1,28028.77126,88
20,1,28966.69494,89
20,1,25093.35326,90
21,3,4.84E+11,1
21,3,1.12E+11,2
21,3,15982386910,3
21,3,14429665699,4
21,3,11483753718,5
21,3,6562402095,6
21,3,6648827685,7
21,3,5160243033,8
21,3,2144285068,9
21,3,1572204877,10
21,3,1177696000,11
21,3,761654973,12
21,3,696221527.9,13
21,3,654367721.9,14
21,3,449586003.7,15
21,3,322808446,16
21,3,311290653.4,17
21,3,256538527.3,18
21,3,171145147.3,19
21,3,180638784.6,20
21,3,129729622.9,21
21,3,118252878.6,22
21,3,104515253.4,23
21,3,72460918.32,24
21,3,75842472.92,25
21,3,57436768.6,26
21,3,54442642.81,27
21,3,47418690.69,28
21,3,34957780.57,29
21,3,36028365.41,30
21,3,32247102.1,31
21,3,26935340.3,32
21,3,21804898.85,33
21,3,22456081.79,34
21,3,21491027.09,35
21,3,19847773.5,36
21,3,16329951.96,37
21,3,15044535.46,38
21,3,14595508.4,39
21,3,11096133.93,40
21,3,10682466.93,41
21,3,9419816.981,42
21,3,8873657.262,43
21,3,9302525.837,44
21,3,8168976.529,45
21,3,7597055.441,46
21,3,7786242.017,47
21,3,6841355.594,48
21,3,5664279.792,49
21,3,5529075.796,50
21,3,5563504.201,51
21,3,5757708.407,52
21,3,5159348.825,53
21,3,4730772.818,54
21,3,4834663.186,55
21,3,4176075.848,56
21,3,3833329.187,57
21,3,4089760.196,58
21,3,4089062.725,59
21,3,3083330.415,60
21,3,3444361.329,61
21,3,3122788.437,62
21,3,2820166.75,63
21,3,2154663.806,64
21,3,2015142.558,65
21,3,1897504.461,66
21,3,1895528.834,67
21,3,2246789.629,68
21,3,1949572.452,69
21,3,1652271.025,70
21,3,2011212.35,71
21,3,1595473.594,72
21,3,1432889.181,73
21,3,1335417.014,74
21,3,1416249.668,75
21,3,1337589.44,76
21,3,1207723.127,77
21,3,1294817.393,78
21,3,1162854.008,79
21,3,1056620.399,80
21,3,1093507.382,81
21,3,1096813.579,82
21,3,1153368.67,83
21,3,1051418.875,84
21,3,963119.7108,85
21,3,934290.8512,86
21,3,924614.433,87
21,3,854357.5563,88
21,3,812206.8259,89
21,3,735609.6586,90
22,3,5.69E+11,1
22,3,1.10E+11,2
22,3,1.04E+11,3
22,3,15119118537,4
22,3,6494800985,5
22,3,5969657874,6
22,3,6254772384,7
22,3,2321069820,8
22,3,2181436550,9
22,3,1363155965,10
22,3,1026920489,11
22,3,786950680,12
22,3,537983030.6,13
22,3,412230926.3,14
22,3,423819762.7,15
22,3,305615968.2,16
22,3,229241052,17
22,3,189895856.6,18
22,3,166457259.2,19
22,3,143423534.7,20
22,3,108128217,21
22,3,111386395.5,22
22,3,76571914.29,23
22,3,85800332.32,24
22,3,64704686.79,25
22,3,65591495.96,26
22,3,49730231.29,27
22,3,49694470.87,28
22,3,40220657.83,29
22,3,37106838.56,30
22,3,36664201.36,31
22,3,37831277.02,32
22,3,35170932.1,33
22,3,30549215.41,34
22,3,27908794.75,35
22,3,24852784.5,36
22,3,22284427.6,37
22,3,20111198.37,38
22,3,19562731.9,39
22,3,18563311.87,40
22,3,19992152.32,41
22,3,15768175.76,42
22,3,14995252.2,43
22,3,15140033.89,44
22,3,14785687.69,45
22,3,14324996.88,46
22,3,11276047.14,47
22,3,9257884.654,48
22,3,8489690.459,49
22,3,9357748.96,50
22,3,9102047.106,51
22,3,8845720.357,52
22,3,9797370.678,53
22,3,8879938.238,54
22,3,7129364.861,55
22,3,7131056.81,56
22,3,6849523.448,57
22,3,6300481.803,58
22,3,6334795.419,59
22,3,5811889.879,60
22,3,6024340.057,61
22,3,5192106.124,62
22,3,4390618.757,63
22,3,4831100.85,64
22,3,3992784.039,65
22,3,3843187.322,66
22,3,3184672.202,67
22,3,3509343.43,68
22,3,2990240.007,69
22,3,2971205.222,70
22,3,3031279.239,71
22,3,2666790.001,72
22,3,2606511.1,73
22,3,2138090.908,74
22,3,2141899.296,75
22,3,2072140.842,76
22,3,1589816.316,77
22,3,1461731.982,78
22,3,1530225.417,79
22,3,1412338.455,80
22,3,1417999.222,81
22,3,1303661.016,82
22,3,1170175.077,83
22,3,1041883.218,84
22,3,990915.9985,85
22,3,951410.3067,86
22,3,983969.4176,87
22,3,978866.2093,88
22,3,1017889.024,89
22,3,875563.649,90
23,3,3.42E+11,1
23,3,1.08E+11,2
23,3,34288608274,3
23,3,12210540237,4
23,3,4985237300,5
23,3,2591491980,6
23,3,3817054752,7
23,3,1335441063,8
23,3,908106460.9,9
23,3,683210264.9,10
23,3,595744799.9,11
23,3,513452280.4,12
23,3,259742501.3,13
23,3,275850360.9,14
23,3,173449563.6,15
23,3,194205897.3,16
23,3,108722980.2,17
23,3,117012097.5,18
23,3,80610681.77,19
23,3,108792002.9,20
23,3,56751192.28,21
23,3,63013125.91,22
23,3,50590013.34,23
23,3,52302597.15,24
23,3,38876550.27,25
23,3,43147813.46,26
23,3,35925803.2,27
23,3,33923009.23,28
23,3,34194046.72,29
23,3,25762886.08,30
23,3,29239319.89,31
23,3,22635701.84,32
23,3,23506803.85,33
23,3,18287141.83,34
23,3,19466310.86,35
23,3,16735874.98,36
23,3,14887231.51,37
23,3,13312108.47,38
23,3,12160779.55,39
23,3,12610032.84,40
23,3,11294726.85,41
23,3,11979704.71,42
23,3,9091722.193,43
23,3,8092194.45,44
23,3,7624340.007,45
23,3,7828770.731,46
23,3,6840851.563,47
23,3,6262201.935,48
23,3,6991684.534,49
23,3,6588220.928,50
23,3,6205385.942,51
23,3,5894870.649,52
23,3,5838829.561,53
23,3,5342328.689,54
23,3,5221587.568,55
23,3,4545780.901,56
23,3,4895745.194,57
23,3,4173857.158,58
23,3,4079343.665,59
23,3,3814617.333,60
23,3,3954420.185,61
23,3,4241607.09,62
23,3,3850910.067,63
23,3,3754540.226,64
23,3,3543268.738,65
23,3,3082747.586,66
23,3,3162186.1,67
23,3,2979745.793,68
23,3,2883172.408,69
23,3,2725689.43,70
23,3,3090424.405,71
23,3,3069810.526,72
23,3,2653695.81,73
23,3,2440641.624,74
23,3,1941038.666,75
23,3,1995064.783,76
23,3,1878115.072,77
23,3,1844210.165,78
23,3,1770505.02,79
23,3,1730272.545,80
23,3,1592988.517,81
23,3,1502207.535,82
23,3,1422400.18,83
23,3,1382950.629,84
23,3,1312670.852,85
23,3,1170513.264,86
23,3,1157837.673,87
23,3,1112533.644,88
23,3,983744.0151,89
23,3,940688.1324,90
24,3,4.79E+11,1
24,3,7125235708,2
24,3,11470423968,3
24,3,11903559816,4
24,3,2477164629,5
24,3,837049808,6
24,3,1352303826,7
24,3,1140517437,8
24,3,827733405.9,9
24,3,415293725.6,10
24,3,236946387.6,11
24,3,209267262.9,12
24,3,261303098.4,13
24,3,160089731.6,14
24,3,164933428,15
24,3,93792687.68,16
24,3,60883338.81,17
24,3,69108736.11,18
24,3,48647894.48,19
24,3,37647200.19,20
24,3,35742306.36,21
24,3,45912904.26,22
24,3,34864678.33,23
24,3,31999863.06,24
24,3,22564865.45,25
24,3,21538513.95,26
24,3,16570006.75,27
24,3,13566023.57,28
24,3,15828143.82,29
24,3,10761099.79,30
24,3,10071457.52,31
24,3,9579807.377,32
24,3,8349890.011,33
24,3,7414351.307,34
24,3,6811904.389,35
24,3,6102226.982,36
24,3,4801006.613,37
24,3,4190596.961,38
24,3,4176719.919,39
24,3,3782601.595,40
24,3,3363964.9,41
24,3,3177831.541,42
24,3,3153883.985,43
24,3,2992681.391,44
24,3,3010175.155,45
24,3,2885961.873,46
24,3,2726993.819,47
24,3,2723279.015,48
24,3,2422278.328,49
24,3,2297470.339,50
24,3,2344110.578,51
24,3,1789346.716,52
24,3,1680836.133,53
24,3,1628433.263,54
24,3,1504948.936,55
24,3,1430409.86,56
24,3,1479576.431,57
24,3,1396610.633,58
24,3,1176095.147,59
24,3,1055917.066,60
24,3,1087445.885,61
24,3,1031628.651,62
24,3,978953.6869,63
24,3,782002.3417,64
24,3,634642.1864,65
24,3,512331.1166,66
24,3,495082.0837,67
24,3,463079.0675,68
24,3,421380.6463,69
24,3,404034.5572,70
24,3,425456.9702,71
24,3,343458.6941,72
24,3,321845.0645,73
24,3,296378.177,74
24,3,289427.1754,75
24,3,313222.9378,76
24,3,277233.8306,77
24,3,263121.492,78
24,3,262348.411,79
24,3,273862.3299,80
24,3,276372.2924,81
24,3,236161.2283,82
24,3,245301.7603,83
24,3,210984.3132,84
24,3,187263.4864,85
24,3,189788.0887,86
24,3,190499.4487,87
24,3,197085.1894,88
24,3,180184.0146,89
24,3,168099.824,90
25,3,5.82E+11,1
25,3,66932653527,2
25,3,18712742818,3
25,3,31060579298,4
25,3,8106350533,5
25,3,6784588113,6
25,3,2679881938,7
25,3,2397225281,8
25,3,1224813260,9
25,3,1261629562,10
25,3,1005737755,11
25,3,563043218.5,12
25,3,509868259.3,13
25,3,298063443.9,14
25,3,250884864.6,15
25,3,314033415.1,16
25,3,151030964.5,17
25,3,150066810.8,18
25,3,147538303.3,19
25,3,141857884,20
25,3,107094391.8,21
25,3,69076923.54,22
25,3,66681327.79,23
25,3,47704060.12,24
25,3,57687472.4,25
25,3,48958990.76,26
25,3,38644277.97,27
25,3,30636329.39,28
25,3,24017113.25,29
25,3,26973785.59,30
25,3,19404513.48,31
25,3,20225841.64,32
25,3,16866364.93,33
25,3,13846618.83,34
25,3,11967962.59,35
25,3,11985485.88,36
25,3,9341054.264,37
25,3,8883630.62,38
25,3,9440410.668,39
25,3,7140058.529,40
25,3,8285393.158,41
25,3,6070079.759,42
25,3,5809163.042,43
25,3,6009067.746,44
25,3,5179977.821,45
25,3,4590997.584,46
25,3,4126640.199,47
25,3,3640182.569,48
25,3,4057460.041,49
25,3,3966767.383,50
25,3,3185108.105,51
25,3,3396037.014,52
25,3,3185030.945,53
25,3,2913189.282,54
25,3,3170228.112,55
25,3,2896013.804,56
25,3,2435153.813,57
25,3,2359578.428,58
25,3,2013510.569,59
25,3,1925625.167,60
25,3,1975798.953,61
25,3,1675366.798,62
25,3,1426241.046,63
25,3,1273054.349,64
25,3,1258250.53,65
25,3,1423480.999,66
25,3,1346408.275,67
25,3,1100733.948,68
25,3,1043893.901,69
25,3,947162.9289,70
25,3,867405.1823,71
25,3,813989.3996,72
25,3,692484.4063,73
25,3,676624.2483,74
25,3,688644.9,75
25,3,627507.288,76
25,3,574425.3313,77
25,3,547704.9138,78
25,3,561652.4778,79
25,3,565704.9874,80
25,3,526406.6521,81
25,3,490035.498,82
25,3,511740.2075,83
25,3,458205.9834,84
25,3,454157.4801,85
25,3,465048.1,86
25,3,417028.0982,87
25,3,370845.0586,88
25,3,386540.125,89
25,3,340298.2332,90
26,3,3.25E+11,1
26,3,52960857454,2
26,3,8127947824,3
26,3,6369514163,4
26,3,4362736869,5
26,3,2680347205,6
26,3,2007786510,7
26,3,1084472698,8
26,3,650604212.9,9
26,3,723040267.4,10
26,3,437114301.4,11
26,3,385772517.7,12
26,3,405303857.1,13
26,3,405392165.3,14
26,3,283812786.8,15
26,3,202309834.8,16
26,3,156418993.8,17
26,3,155628683.6,18
26,3,112573873.8,19
26,3,97556646.56,20
26,3,83175152.88,21
26,3,70221032.93,22
26,3,51668265.89,23
26,3,56211739.87,24
26,3,52547300.44,25
26,3,48824667.85,26
26,3,30557757.58,27
26,3,32548175.02,28
26,3,29803955.19,29
26,3,26959605.13,30
26,3,20359814.74,31
26,3,16653333.08,32
26,3,14187753.6,33
26,3,15486521.35,34
26,3,13529172.03,35
26,3,17645690.73,36
26,3,12842563.82,37
26,3,9298783.083,38
26,3,8955661.738,39
26,3,8555315.544,40
26,3,7015290.935,41
26,3,6291766.598,42
26,3,5656979.466,43
26,3,5489488.221,44
26,3,3841302.294,45
26,3,3694955.791,46
26,3,3276723.649,47
26,3,2703630.93,48
26,3,2846584.451,49
26,3,2844216.869,50
26,3,2448252.403,51
26,3,2488134.969,52
26,3,2181181.508,53
26,3,2067225.762,54
26,3,1902066.829,55
26,3,1764152.942,56
26,3,1714146.479,57
26,3,1760237.972,58
26,3,1449601.934,59
26,3,1355411.251,60
26,3,1030652.727,61
26,3,1176935.513,62
26,3,1059745.566,63
26,3,885494.9357,64
26,3,775568.0139,65
26,3,810302.3642,66
26,3,645928.144,67
26,3,795821.6853,68
26,3,643425.897,69
26,3,606037.3263,70
26,3,494005.4805,71
26,3,450352.2262,72
26,3,496427.8614,73
26,3,466411.6871,74
26,3,438823.7454,75
26,3,438293.0794,76
26,3,394794.0965,77
26,3,355997.4954,78
26,3,368973.8528,79
26,3,345474.6587,80
26,3,285145.1257,81
26,3,285447.4968,82
26,3,281184.1963,83
26,3,295720.4701,84
26,3,252958.3462,85
26,3,274658.4432,86
26,3,243375.8212,87
26,3,236864.6975,88
26,3,191358.3473,89
26,3,255064.6006,90
27,3,5.10E+11,1
