Subject,Trial,Category,Image,Valence,Arousal,IMidx
9,50,1,face007.png,4,3,7
9,57,1,face008.png,1,4,8
9,56,1,face009.png,2,9,9
9,33,1,face010.png,4,3,10
9,59,1,face011.png,2,6,11
9,52,1,face012.png,2,5,12
9,27,1,face013.png,3,8,13
9,11,1,face014.png,2,7,14
9,8,1,face015.png,2,8,15
9,6,1,face016.png,3,1,16
9,16,1,face017.png,1,7,17
9,7,1,face018.png,2,6,18
9,35,1,face019.png,2,7,19
9,30,1,face020.png,1,6,20
9,38,2,flower001.png,7,7,21
9,28,2,flower002.png,4,5,22
9,55,2,flower003.png,7,9,23
9,34,2,flower004.png,8,9,24
9,31,2,flower005.png,8,7,25
9,15,2,flower006.png,6,5,26
9,4,2,flower007.png,9,7,27
9,1,2,flower008.png,9,8,28
9,40,2,flower009.png,6,8,29
9,3,2,flower010.png,8,9,30
9,43,2,flower011.png,7,4,31
9,51,2,flower012.png,8,7,32
9,46,2,flower013.png,6,7,33
9,39,2,flower014.png,9,8,34
9,37,2,flower015.png,7,6,35
9,29,2,flower016.png,5,7,36
9,20,2,flower017.png,5,7,37
9,32,2,flower018.png,8,9,38
9,10,2,flower019.png,9,8,39
9,36,2,flower020.png,7,7,40
9,58,3,snake001.png,3,5,41
9,9,3,snake002.png,3,1,42
9,47,3,snake003.png,4,5,43
9,17,3,snake004.png,4,3,44
9,5,3,snake005.png,4,2,45
9,44,3,snake006.png,2,4,46
9,41,3,snake007.png,4,6,47
9,60,3,snake008.png,3,7,48
9,22,3,snake009.png,3,5,49
9,18,3,snake010.png,3,6,50
9,19,3,snake011.png,3,5,51
9,45,3,snake012.png,2,5,52
9,54,3,snake013.png,3,8,53
9,25,3,snake014.png,2,8,54
9,26,3,snake015.png,3,4,55
9,24,3,snake016.png,3,6,56
9,13,3,snake017.png,4,1,57
9,14,3,snake018.png,3,6,58
9,49,3,snake019.png,2,7,59
9,23,3,snake020.png,2,6,60
10,15,1,face001.png,3,7,1
10,56,1,face002.png,1,9,2
10,38,1,face003.png,3,7,3
10,2,1,face004.png,2,7,4
10,19,1,face005.png,2,8,5
10,18,1,face006.png,1,9,6
10,55,1,face007.png,3,8,7
10,47,1,face008.png,1,9,8
10,6,1,face009.png,2,8,9
10,34,1,face010.png,2,8,10
10,36,1,face011.png,2,7,11
10,21,1,face012.png,1,9,12
10,39,1,face013.png,3,7,13
10,53,1,face014.png,1,8,14
10,13,1,face015.png,3,6,15
10,11,1,face016.png,2,8,16
10,23,1,face017.png,1,9,17
10,40,1,face018.png,2,9,18
10,29,1,face019.png,3,9,19
10,20,1,face020.png,1,9,20
10,49,2,flower001.png,7,6,21
10,58,2,flower002.png,5,5,22
10,35,2,flower003.png,5,5,23
10,43,2,flower004.png,7,5,24
10,28,2,flower005.png,6,6,25
10,60,2,flower006.png,5,5,26
10,8,2,flower007.png,7,7,27
10,31,2,flower008.png,8,6,28
10,50,2,flower009.png,5,5,29
10,44,2,flower010.png,5,5,30
10,48,2,flower011.png,5,5,31
10,7,2,flower012.png,7,7,32
10,37,2,flower013.png,7,6,33
10,1,2,flower014.png,8,6,34
10,52,2,flower015.png,7,6,35
10,10,2,flower016.png,5,5,36
10,41,2,flower017.png,6,6,37
10,26,2,flower018.png,5,5,38
10,59,2,flower019.png,7,5,39
10,51,2,flower020.png,7,7,40
10,25,3,snake001.png,2,9,41
10,3,3,snake002.png,3,6,42
10,14,3,snake003.png,4,4,43
10,33,3,snake004.png,2,9,44
10,17,3,snake005.png,2,8,45
10,12,3,snake006.png,3,5,46
10,42,3,snake007.png,2,8,47
10,30,3,snake008.png,3,6,48
10,54,3,snake009.png,1,9,49
10,57,3,snake010.png,2,8,50
10,27,3,snake011.png,3,8,51
10,4,3,snake012.png,3,7,52
10,45,3,snake013.png,2,8,53
10,9,3,snake014.png,3,6,54
10,16,3,snake015.png,2,7,55
10,32,3,snake016.png,2,9,56
10,46,3,snake017.png,2,6,57
10,5,3,snake018.png,3,7,58
10,24,3,snake019.png,2,8,59
10,22,3,snake020.png,3,7,60
11,44,1,face001.png,5,4,1
11,27,1,face002.png,4,2,2
11,7,1,face003.png,3,4,3
11,48,1,face004.png,4,4,4
11,53,1,face005.png,5,4,5
11,33,1,face006.png,6,2,6
11,34,1,face007.png,5,3,7
11,4,1,face008.png,4,7,8
11,24,1,face009.png,4,1,9
11,1,1,face010.png,4,6,10
11,51,1,face011.png,5,2,11
11,49,1,face012.png,4,3,12
11,14,1,face013.png,4,2,13
11,12,1,face014.png,4,1,14
11,6,1,face015.png,2,6,15
11,37,1,face016.png,4,5,16
11,40,1,face017.png,5,4,17
11,16,1,face018.png,2,5,18
11,43,1,face019.png,4,4,19
11,17,1,face020.png,3,6,20
11,50,2,flower001.png,4,3,21
11,30,2,flower002.png,3,6,22
11,60,2,flower003.png,4,4,23
11,11,2,flower004.png,3,4,24
11,29,2,flower005.png,5,3,25
11,19,2,flower006.png,5,5,26
11,42,2,flower007.png,4,3,27
11,45,2,flower008.png,6,5,28
11,46,2,flower009.png,3,3,29
11,47,2,flower010.png,4,3,30
11,28,2,flower011.png,7,8,31
11,25,2,flower012.png,4,3,32
11,8,2,flower013.png,4,4,33
11,57,2,flower014.png,4,4,34
11,18,2,flower015.png,6,5,35
11,15,2,flower016.png,2,6,36
11,35,2,flower017.png,5,2,37
11,23,2,flower018.png,5,2,38
11,59,2,flower019.png,5,5,39
11,22,2,flower020.png,6,2,40
11,3,3,snake001.png,3,4,41
11,38,3,snake002.png,7,3,42
11,55,3,snake003.png,7,5,43
11,13,3,snake004.png,5,3,44
11,52,3,snake005.png,5,3,45
11,39,3,snake006.png,7,3,46
11,5,3,snake007.png,6,2,47
11,9,3,snake008.png,6,4,48
11,32,3,snake009.png,3,4,49
11,58,3,snake010.png,4,4,50
11,54,3,snake011.png,5,5,51
11,56,3,snake012.png,4,4,52
11,20,3,snake013.png,5,2,53
11,36,3,snake014.png,4,2,54
11,21,3,snake015.png,3,7,55
11,31,3,snake016.png,4,2,56
11,10,3,snake017.png,4,2,57
11,41,3,snake018.png,5,3,58
11,26,3,snake019.png,3,4,59
11,2,3,snake020.png,4,2,60
12,43,1,face001.png,2,4,1
12,19,1,face002.png,2,7,2
12,41,1,face003.png,2,4,3
12,54,1,face004.png,3,7,4
12,44,1,face005.png,2,7,5
12,15,1,face006.png,2,7,6
12,8,1,face007.png,3,4,7
12,46,1,face008.png,4,5,8
12,1,1,face009.png,1,5,9
12,31,1,face010.png,4,5,10
12,34,1,face011.png,3,5,11
12,13,1,face012.png,3,7,12
12,29,1,face013.png,3,7,13
12,20,1,face014.png,3,6,14
12,28,1,face015.png,4,6,15
12,56,1,face016.png,3,7,16
12,55,1,face017.png,2,6,17
12,26,1,face018.png,3,5,18
12,23,1,face019.png,3,4,19
12,48,1,face020.png,3,6,20
12,6,2,flower001.png,5,1,21
12,27,2,flower002.png,5,1,22
12,3,2,flower003.png,5,1,23
12,32,2,flower004.png,5,1,24
12,59,2,flower005.png,5,1,25
12,5,2,flower006.png,6,2,26
12,51,2,flower007.png,5,1,27
12,37,2,flower008.png,5,1,28
12,45,2,flower009.png,5,1,29
12,16,2,flower010.png,5,1,30
12,17,2,flower011.png,5,1,31
12,30,2,flower012.png,5,1,32
12,9,2,flower013.png,5,1,33
12,50,2,flower014.png,1,1,34
12,14,2,flower015.png,6,1,35
12,49,2,flower016.png,5,1,36
12,60,2,flower017.png,5,1,37
12,11,2,flower018.png,6,3,38
12,47,2,flower019.png,5,1,39
12,57,2,flower020.png,5,1,40
12,58,3,snake001.png,1,1,41
12,35,3,snake002.png,5,1,42
12,36,3,snake003.png,5,1,43
12,22,3,snake004.png,5,1,44
12,18,3,snake005.png,5,1,45
12,52,3,snake006.png,5,1,46
12,24,3,snake007.png,5,1,47
12,53,3,snake008.png,5,1,48
12,25,3,snake009.png,5,1,49
12,21,3,snake010.png,5,1,50
12,2,3,snake011.png,5,1,51
12,4,3,snake012.png,5,1,52
12,10,3,snake013.png,5,1,53
12,33,3,snake014.png,5,1,54
12,39,3,snake015.png,5,1,55
12,7,3,snake016.png,5,1,56
12,38,3,snake017.png,5,1,57
12,42,3,snake018.png,5,1,58
12,40,3,snake019.png,5,1,59
12,12,3,snake020.png,5,1,60
13,39,1,face001.png,1,7,1
13,14,1,face002.png,3,7,2
13,1,1,face003.png,5,3,3
13,47,1,face004.png,1,8,4
13,20,1,face005.png,3,4,5
13,6,1,face006.png,7,7,6
13,7,1,face007.png,2,7,7
13,10,1,face008.png,1,8,8
13,16,1,face009.png,2,7,9
13,60,1,face010.png,2,6,10
13,12,1,face011.png,5,2,11
13,44,1,face012.png,2,7,12
13,30,1,face013.png,2,7,13
13,58,1,face014.png,2,7,14
13,42,1,face015.png,3,3,15
13,24,1,face016.png,2,2,16
13,23,1,face017.png,3,2,17
13,2,1,face018.png,3,3,18
13,41,1,face019.png,6,3,19
13,52,1,face020.png,1,8,20
13,31,2,flower001.png,4,3,21
13,43,2,flower002.png,6,2,22
13,34,2,flower003.png,5,2,23
13,29,2,flower004.png,6,3,24
13,57,2,flower005.png,6,4,25
13,15,2,flower006.png,5,3,26
13,36,2,flower007.png,7,5,27
13,56,2,flower008.png,6,4,28
13,55,2,flower009.png,5,3,29
13,3,2,flower010.png,5,5,30
13,25,2,flower011.png,5,4,31
13,8,2,flower012.png,8,6,32
13,46,2,flower013.png,7,6,33
13,54,2,flower014.png,5,3,34
13,18,2,flower015.png,5,3,35
13,32,2,flower016.png,3,2,36
13,48,2,flower017.png,8,8,37
13,11,2,flower018.png,7,3,38
13,17,2,flower019.png,8,5,39
13,4,2,flower020.png,6,5,40
13,53,3,snake001.png,2,3,41
13,40,3,snake002.png,3,2,42
13,35,3,snake003.png,6,3,43
13,51,3,snake004.png,2,2,44
13,19,3,snake005.png,4,3,45
13,27,3,snake006.png,2,3,46
13,59,3,snake007.png,6,3,47
13,21,3,snake008.png,3,3,48
13,50,3,snake009.png,2,3,49
13,28,3,snake010.png,2,3,50
13,33,3,snake011.png,2,5,51
13,26,3,snake012.png,3,3,52
13,13,3,snake013.png,4,3,53
13,38,3,snake014.png,2,3,54
13,49,3,snake015.png,5,2,55
13,22,3,snake016.png,2,3,56
13,37,3,snake017.png,3,2,57
13,9,3,snake018.png,2,7,58
13,5,3,snake019.png,3,6,59
13,45,3,snake020.png,5,2,60
14,46,1,face001.png,2,7,1
14,36,1,face002.png,2,8,2
